query_idx,ef_true,recall_at_ef_true,RV_gamma_0.1,RV_gamma_0.5,RV_gamma_1.0,RV_gamma_2.0,RV_gamma_5.0,RV_gamma_10.0,RV_gamma_20.0
9104,650,1.0,0.1,0.1,0.1,0.1,0.1,0.2,0.3
1409,50,1.0,0.3,0.3,0.3,0.3,0.3,0.4,0.5
5904,250,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
1994,100,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
120,50,1.0,0.3,0.3,0.4,0.4,0.5,0.7,0.8
136,100,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.7
892,50,1.0,0.1,0.1,0.2,0.2,0.3,0.5,0.6
9616,200,1.0,0.2,0.2,0.2,0.3,0.3,0.5,0.6
2073,50,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
7449,150,1.0,0.1,0.1,0.2,0.2,0.2,0.3,0.4
5048,150,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
9596,50,1.0,0.2,0.2,0.3,0.3,0.4,0.5,0.7
3800,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
4162,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
6307,50,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.6
3322,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
1250,100,1.0,0.2,0.2,0.2,0.3,0.3,0.5,0.7
8026,50,1.0,0.2,0.2,0.3,0.3,0.4,0.5,0.7
587,200,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4
2968,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
2547,200,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4
3778,50,1.0,0.4,0.4,0.4,0.5,0.5,0.6,0.7
7027,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.6
4235,100,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.5
2572,200,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.5
5573,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.6
4502,50,1.0,0.2,0.2,0.3,0.3,0.4,0.6,0.7
4232,150,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.4
8244,300,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
3848,50,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
4582,50,1.0,0.2,0.3,0.3,0.3,0.4,0.5,0.6
234,50,1.0,0.1,0.1,0.2,0.2,0.3,0.6,0.8
8662,50,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
9669,50,1.0,0.2,0.2,0.2,0.3,0.6,0.9,0.9
7118,50,1.0,0.4,0.4,0.4,0.4,0.4,0.5,0.5
4297,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
7042,400,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
3288,50,1.0,0.4,0.4,0.4,0.4,0.4,0.5,0.5
323,50,1.0,0.3,0.3,0.4,0.4,0.5,0.7,0.8
1277,100,1.0,0.1,0.2,0.2,0.2,0.3,0.5,0.8
8679,300,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.6
271,100,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
9444,100,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
62,50,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.5
7441,1000,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
7421,150,1.0,0.1,0.1,0.1,0.1,0.3,0.5,0.7
8438,100,1.0,0.1,0.1,0.1,0.1,0.1,0.2,0.3
3614,700,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
7596,100,1.0,0.1,0.1,0.2,0.2,0.2,0.3,0.4
792,150,1.0,0.1,0.1,0.1,0.2,0.3,0.4,0.6
401,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
2343,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
5192,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.6
356,300,1.0,0.1,0.1,0.1,0.2,0.2,0.2,0.4
118,50,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.7
4290,50,1.0,0.3,0.3,0.3,0.4,0.4,0.5,0.6
9642,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
9639,150,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
831,50,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
9756,150,1.0,0.1,0.1,0.1,0.2,0.3,0.7,0.9
7084,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
1507,150,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
3962,50,1.0,0.1,0.2,0.2,0.2,0.2,0.4,0.6
9213,100,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
3633,50,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.6
1802,50,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
3884,100,1.0,0.1,0.2,0.2,0.2,0.3,0.4,0.6
3280,800,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
8505,100,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
8756,100,1.0,0.1,0.1,0.2,0.2,0.2,0.3,0.5
2294,50,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.5
8849,200,1.0,0.1,0.1,0.2,0.2,0.2,0.4,0.5
6040,50,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.6
4286,50,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4
8234,500,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.7
5912,50,1.0,0.3,0.4,0.4,0.4,0.5,0.6,0.7
9033,50,1.0,0.1,0.1,0.1,0.2,0.3,0.4,0.7
5967,50,1.0,0.2,0.2,0.3,0.3,0.4,0.6,0.9
586,100,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.5
1048,50,1.0,0.3,0.3,0.4,0.4,0.4,0.5,0.6
1428,200,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.6
8801,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
2771,50,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.4
197,50,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
7022,200,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
3100,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
725,450,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
4355,50,1.0,0.2,0.2,0.2,0.3,0.3,0.5,0.6
3325,50,1.0,0.4,0.4,0.4,0.4,0.6,0.7,0.8
9651,100,1.0,0.2,0.2,0.2,0.3,0.3,0.5,0.7
1499,50,1.0,0.1,0.1,0.1,0.2,0.3,0.4,0.7
8010,100,1.0,0.1,0.1,0.2,0.2,0.2,0.3,0.5
8809,50,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.8
2820,50,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.8
8455,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
9823,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.6
6619,150,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
5788,250,1.0,0.1,0.1,0.1,0.1,0.1,0.2,0.4
6677,50,1.0,0.2,0.2,0.2,0.3,0.6,0.9,0.9
515,150,1.0,0.1,0.2,0.2,0.2,0.3,0.4,0.5
6718,700,1.0,0.1,0.1,0.1,0.1,0.2,0.5,0.8
5804,50,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.7
3494,50,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
2023,300,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
1293,150,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
2162,550,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
4707,50,1.0,0.3,0.3,0.3,0.3,0.3,0.4,0.5
3559,50,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.3
7760,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
2584,50,1.0,0.4,0.4,0.4,0.5,0.5,0.6,0.6
4418,150,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
375,100,1.0,0.1,0.2,0.2,0.2,0.2,0.3,0.4
3601,400,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
7910,200,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
6528,50,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.4
1528,200,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.7
8511,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
4008,100,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
9255,150,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.6
5987,200,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
8965,50,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
2939,150,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.4
6183,50,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
4523,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
5796,50,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
7265,50,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
8240,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
1974,50,1.0,0.2,0.3,0.3,0.3,0.3,0.4,0.6
1543,50,1.0,0.1,0.2,0.2,0.2,0.2,0.4,0.5
7964,100,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
8493,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.7
3441,300,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
8177,500,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
1697,50,1.0,0.3,0.4,0.4,0.4,0.5,0.6,0.8
8378,250,1.0,0.2,0.2,0.2,0.2,0.4,0.5,0.6
4019,100,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.4
5885,100,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
4802,100,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
1316,250,1.0,0.1,0.1,0.1,0.1,0.1,0.2,0.5
9534,100,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.4
9582,200,1.0,0.1,0.1,0.2,0.2,0.2,0.3,0.4
7911,50,1.0,0.2,0.3,0.3,0.3,0.4,0.5,0.6
2340,100,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.6
5418,50,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.5
5755,50,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
6274,100,1.0,0.1,0.2,0.2,0.2,0.3,0.5,0.7
4416,150,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.6
636,50,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.7
8554,50,1.0,0.4,0.5,0.5,0.6,0.7,0.8,0.9
2611,250,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
7952,50,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.4
617,50,1.0,0.3,0.3,0.3,0.4,0.4,0.5,0.7
3469,50,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.5
9432,350,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
9859,350,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
7094,50,1.0,0.4,0.4,0.5,0.5,0.5,0.6,0.7
4070,50,1.0,0.2,0.2,0.3,0.3,0.4,0.5,0.7
3911,50,1.0,0.3,0.3,0.4,0.4,0.5,0.6,0.8
6696,150,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.7
4994,50,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.6
3303,50,1.0,0.2,0.3,0.3,0.3,0.4,0.5,0.7
8818,50,1.0,0.3,0.3,0.3,0.3,0.3,0.4,0.5
6173,100,1.0,0.5,0.5,0.5,0.6,0.7,0.7,0.8
6694,50,1.0,0.2,0.2,0.3,0.3,0.4,0.6,0.7
4403,50,1.0,0.1,0.1,0.1,0.2,0.3,0.6,0.9
8227,100,1.0,0.2,0.2,0.2,0.3,0.3,0.5,0.6
8233,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
2862,50,1.0,0.3,0.3,0.3,0.3,0.5,0.8,0.9
5608,50,1.0,0.2,0.3,0.3,0.3,0.4,0.6,0.8
2198,300,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
4302,50,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.5
6870,50,1.0,0.1,0.1,0.2,0.2,0.3,0.5,0.7
1995,50,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.5
8513,100,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
8551,250,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
7731,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
8105,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.8
2009,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
8245,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
5478,1150,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
3887,100,1.0,0.2,0.3,0.3,0.3,0.3,0.4,0.5
9658,50,1.0,0.5,0.5,0.5,0.5,0.6,0.6,0.6
5821,200,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.8
6901,50,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.5
2713,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
8156,50,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.6
2178,250,1.0,0.2,0.2,0.2,0.3,0.4,0.7,0.9
9819,350,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
4261,50,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.4
1706,50,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.4
6505,100,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
8782,50,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.7
9337,150,1.0,0.1,0.2,0.2,0.2,0.3,0.5,0.8
4295,150,1.0,0.2,0.2,0.2,0.3,0.3,0.3,0.4
9891,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
7052,50,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.5
9053,200,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
3094,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
2590,50,1.0,0.4,0.4,0.4,0.4,0.5,0.6,0.8
2305,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
4804,200,1.0,0.1,0.1,0.2,0.2,0.2,0.4,0.5
8722,100,1.0,0.2,0.2,0.2,0.3,0.3,0.5,0.7
5520,50,1.0,0.3,0.4,0.4,0.4,0.5,0.6,0.8
4551,100,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
6229,50,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.7
3789,100,1.0,0.1,0.1,0.2,0.2,0.2,0.3,0.5
8684,100,1.0,0.1,0.2,0.2,0.2,0.2,0.3,0.4
1457,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
3838,50,1.0,0.3,0.3,0.3,0.3,0.3,0.4,0.5
9195,50,1.0,0.1,0.1,0.2,0.2,0.2,0.3,0.5
132,50,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.6
1118,50,1.0,0.7,0.7,0.7,0.7,0.8,0.8,0.8
2235,150,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.5
4916,450,1.0,0.1,0.2,0.2,0.2,0.2,0.3,0.5
5995,150,1.0,0.1,0.1,0.1,0.1,0.1,0.2,0.4
1590,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.8
1596,50,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.8
6548,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
3396,200,1.0,0.1,0.1,0.1,0.2,0.3,0.5,0.7
5791,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
5574,150,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.4
5137,50,1.0,0.5,0.5,0.5,0.5,0.6,0.7,0.7
4967,150,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
1862,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
5487,50,1.0,0.3,0.3,0.3,0.3,0.3,0.4,0.5
9163,100,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
1097,50,1.0,0.2,0.2,0.2,0.2,0.4,0.6,0.8
9567,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.7
830,250,1.0,0.1,0.2,0.2,0.2,0.3,0.4,0.5
3986,100,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
9771,50,1.0,0.5,0.5,0.5,0.5,0.6,0.7,0.8
6350,450,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.4
8824,50,1.0,0.2,0.2,0.3,0.3,0.3,0.4,0.5
2286,50,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.5
3990,300,1.0,0.1,0.1,0.1,0.2,0.2,0.2,0.4
1407,100,1.0,0.1,0.1,0.1,0.2,0.3,0.4,0.5
2078,50,1.0,0.2,0.2,0.3,0.3,0.3,0.4,0.5
5237,250,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
9058,100,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.5
4200,200,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.6
331,700,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
6537,50,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.4
9792,50,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.7
5557,450,1.0,0.1,0.2,0.2,0.2,0.3,0.6,0.9
5082,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
1200,250,1.0,0.1,0.1,0.1,0.1,0.1,0.2,0.3
7343,100,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
5539,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
2450,50,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.6
1797,50,1.0,0.4,0.4,0.5,0.5,0.6,0.8,0.8
3535,150,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
1869,150,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
3609,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
5218,850,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
7155,800,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
3721,50,1.0,0.3,0.3,0.3,0.3,0.3,0.4,0.5
6192,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
6034,50,1.0,0.5,0.5,0.5,0.6,0.6,0.6,0.7
3731,250,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
1921,50,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.6
2624,50,1.0,0.2,0.2,0.2,0.2,0.4,0.5,0.7
3554,400,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.5
1108,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
3228,50,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2994,50,1.0,0.2,0.3,0.3,0.3,0.4,0.5,0.7
987,100,1.0,0.2,0.3,0.3,0.3,0.4,0.5,0.7
5988,100,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
726,50,1.0,0.3,0.3,0.3,0.4,0.4,0.6,0.7
6559,100,1.0,0.2,0.2,0.2,0.3,0.3,0.5,0.7
1721,100,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4
343,200,1.0,0.1,0.2,0.2,0.2,0.3,0.4,0.6
9212,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
2088,150,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
3555,50,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.5
5354,50,1.0,0.2,0.2,0.3,0.3,0.3,0.4,0.5
7060,200,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4
1410,50,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.6
8926,50,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
8265,100,1.0,0.1,0.2,0.2,0.2,0.2,0.3,0.5
2838,50,1.0,0.4,0.4,0.4,0.5,0.6,0.7,0.8
1443,100,1.0,0.1,0.1,0.1,0.2,0.3,0.4,0.6
6674,50,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.5
5776,200,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
5649,5000,0.9,0.1,0.1,0.1,0.1,0.2,0.3,0.6
6671,600,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
6487,100,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.6
9102,50,1.0,0.4,0.4,0.4,0.4,0.4,0.5,0.7
7185,50,1.0,0.3,0.3,0.3,0.3,0.3,0.4,0.5
6462,50,1.0,0.2,0.2,0.3,0.3,0.4,0.5,0.6
5314,150,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4
8862,50,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.4
2059,100,1.0,0.1,0.1,0.1,0.2,0.3,0.5,0.8
6093,50,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.5
6479,50,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
3805,50,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.5
4712,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
1677,250,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.4
3235,150,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.3
1627,750,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
3227,50,1.0,0.2,0.3,0.3,0.3,0.4,0.5,0.7
3700,350,1.0,0.1,0.1,0.2,0.2,0.2,0.2,0.3
6262,500,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
6554,100,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.7
9834,50,1.0,0.2,0.2,0.2,0.2,0.2,0.4,0.5
7967,550,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.4
1643,150,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.5
3276,250,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.7
7297,50,1.0,0.4,0.4,0.4,0.4,0.5,0.6,0.7
9944,100,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4
1811,300,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
6721,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
2597,100,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.5
7806,800,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
4364,200,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
9900,50,1.0,0.2,0.2,0.2,0.3,0.5,0.8,0.9
8356,100,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
7370,50,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.6
9155,100,1.0,0.1,0.2,0.2,0.2,0.3,0.4,0.6
6880,100,1.0,0.1,0.1,0.2,0.2,0.3,0.5,0.7
4226,150,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.4
7321,100,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.4
7386,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.8
2419,500,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
3811,50,1.0,0.3,0.4,0.4,0.4,0.5,0.6,0.7
3058,350,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
9327,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
450,100,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
7011,50,1.0,0.3,0.3,0.3,0.3,0.4,0.4,0.5
5100,150,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
4957,250,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.5
2918,50,1.0,0.1,0.1,0.2,0.2,0.2,0.3,0.4
4002,150,1.0,0.1,0.1,0.2,0.2,0.2,0.3,0.5
3038,300,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
