query_idx,ef_true,recall_at_ef_true,RV_gamma_0.1,RV_gamma_0.5,RV_gamma_1.0,RV_gamma_2.0,RV_gamma_5.0,RV_gamma_10.0,RV_gamma_20.0
7778,200,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
8841,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
8028,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
4052,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
2285,100,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.4
8209,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
2501,50,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.8
1396,100,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
979,100,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.6
8575,50,1.0,0.3,0.3,0.3,0.3,0.3,0.4,0.5
6393,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
5924,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
9955,100,1.0,0.1,0.2,0.2,0.2,0.2,0.4,0.5
168,650,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
5488,100,1.0,0.1,0.2,0.2,0.2,0.2,0.3,0.4
9613,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
9305,50,1.0,0.2,0.2,0.2,0.2,0.4,0.5,0.7
2625,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.7
4236,150,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.4
9183,200,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
9650,100,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
4076,100,1.0,0.1,0.2,0.2,0.2,0.2,0.3,0.5
9242,50,1.0,0.2,0.2,0.3,0.3,0.3,0.4,0.6
8386,50,1.0,0.2,0.2,0.3,0.3,0.3,0.4,0.6
3999,350,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.3
9412,100,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
8460,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
6219,50,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
1350,50,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.3
9381,50,1.0,0.3,0.3,0.4,0.4,0.5,0.6,0.7
3729,50,1.0,0.5,0.5,0.5,0.5,0.6,0.6,0.6
5230,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
8142,50,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
5536,50,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.5
8757,50,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.5
360,50,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.7
753,50,1.0,0.2,0.2,0.2,0.3,0.4,0.7,0.9
709,50,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
4460,100,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.4
4198,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
9347,50,1.0,0.4,0.4,0.4,0.4,0.5,0.6,0.7
8048,150,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
5243,100,1.0,0.2,0.2,0.3,0.3,0.4,0.5,0.6
5633,150,1.0,0.1,0.1,0.2,0.2,0.2,0.3,0.5
1791,100,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
5074,450,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
8262,50,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.5
244,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
4101,450,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
5938,150,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.4
6207,200,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
7466,50,1.0,0.2,0.2,0.3,0.3,0.4,0.6,0.7
3784,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
6105,200,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
2707,100,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.6
3558,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
1416,100,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
6796,150,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
2117,50,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.5
9590,300,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4
4984,100,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3
1253,350,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4
7564,300,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
577,50,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
9326,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
4855,150,1.0,0.2,0.2,0.2,0.3,0.3,0.5,0.6
9987,50,1.0,0.3,0.3,0.3,0.3,0.4,0.6,0.9
4499,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
2832,550,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
6514,50,1.0,0.3,0.3,0.3,0.3,0.4,0.4,0.5
380,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
561,50,1.0,0.3,0.3,0.3,0.4,0.6,0.8,0.8
7316,150,1.0,0.1,0.1,0.1,0.1,0.3,0.6,0.8
8787,50,1.0,0.5,0.5,0.6,0.6,0.6,0.7,0.8
6819,300,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
4344,50,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.5
6749,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
839,200,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.4
4478,250,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
175,50,1.0,0.3,0.3,0.3,0.3,0.4,0.4,0.6
2362,50,1.0,0.2,0.3,0.3,0.3,0.4,0.6,0.8
1989,50,1.0,0.1,0.1,0.2,0.2,0.2,0.3,0.5
2134,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
6799,50,1.0,0.3,0.3,0.3,0.3,0.4,0.4,0.5
5935,350,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
8672,50,1.0,0.1,0.1,0.2,0.2,0.3,0.5,0.7
8795,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
7473,50,1.0,0.3,0.3,0.3,0.4,0.4,0.5,0.6
815,50,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
5999,100,1.0,0.2,0.2,0.2,0.3,0.3,0.5,0.7
4602,50,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.5
2814,50,1.0,0.4,0.4,0.5,0.5,0.7,0.8,0.9
2473,500,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.5
7464,150,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
206,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.6
3713,50,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.6
8616,50,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
4892,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
1367,50,1.0,0.3,0.3,0.3,0.3,0.4,0.4,0.6
8457,150,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
4541,1050,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
4570,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
3753,150,1.0,0.1,0.2,0.2,0.2,0.2,0.3,0.5
8962,250,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
7450,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
8004,200,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
6073,650,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
5219,50,1.0,0.2,0.3,0.3,0.3,0.4,0.5,0.7
1288,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
1343,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
9817,100,1.0,0.1,0.2,0.2,0.2,0.3,0.5,0.8
3717,400,1.0,0.3,0.3,0.4,0.4,0.5,0.6,0.7
6890,50,1.0,0.3,0.3,0.3,0.4,0.4,0.5,0.6
7200,100,1.0,0.1,0.2,0.2,0.2,0.3,0.4,0.6
5739,250,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
3620,100,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
7747,50,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.5
7703,250,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
9818,50,1.0,0.2,0.2,0.3,0.3,0.3,0.4,0.6
7340,100,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.6
7270,100,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
948,50,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.3
1960,50,1.0,0.3,0.4,0.4,0.4,0.5,0.6,0.7
7864,100,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4
9777,50,1.0,0.5,0.5,0.5,0.6,0.6,0.7,0.7
6600,50,1.0,0.1,0.1,0.1,0.2,0.2,0.2,0.4
7926,150,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
9835,150,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
7326,50,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.6
4538,450,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
2703,50,1.0,0.3,0.3,0.3,0.3,0.4,0.4,0.6
1945,100,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.4
648,50,1.0,0.3,0.3,0.3,0.3,0.3,0.4,0.4
9330,150,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
5339,300,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
7099,50,1.0,0.2,0.2,0.2,0.2,0.4,0.5,0.7
7375,100,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
1634,50,1.0,0.1,0.2,0.2,0.2,0.3,0.6,0.8
7828,50,1.0,0.4,0.4,0.4,0.4,0.5,0.6,0.7
2553,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
2464,200,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
4414,200,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.7
9086,150,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
4037,200,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
7575,150,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
578,400,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
1003,100,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
9911,400,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4
9037,100,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
1508,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
6139,50,1.0,0.4,0.4,0.4,0.4,0.5,0.5,0.6
4130,100,1.0,0.1,0.1,0.1,0.2,0.2,0.2,0.3
7673,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
4472,250,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
5134,100,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
1992,250,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4
9009,50,1.0,0.1,0.1,0.2,0.2,0.2,0.4,0.5
270,50,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.7
7422,50,1.0,0.3,0.3,0.3,0.3,0.4,0.6,0.7
5667,100,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
7404,50,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.3
8690,50,1.0,0.2,0.2,0.3,0.3,0.4,0.5,0.7
3422,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
9909,50,1.0,0.1,0.2,0.2,0.2,0.3,0.4,0.6
9313,100,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
5540,150,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
4396,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.6
9933,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.7
4909,150,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
5693,100,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
8515,50,1.0,0.4,0.4,0.5,0.5,0.7,0.8,0.9
2815,150,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.7
6384,50,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.5
8047,100,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
1935,100,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.5
2907,300,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4
7692,50,1.0,0.3,0.3,0.3,0.3,0.3,0.3,0.4
5431,50,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
8543,50,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.9
4330,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.6
6259,50,1.0,0.2,0.2,0.2,0.3,0.3,0.5,0.6
9478,50,1.0,0.4,0.5,0.5,0.5,0.7,0.8,0.8
2975,750,1.0,0.1,0.1,0.1,0.1,0.1,0.2,0.4
4851,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
3819,50,1.0,0.2,0.2,0.2,0.3,0.3,0.5,0.6
476,150,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.7
8742,100,1.0,0.1,0.2,0.2,0.2,0.3,0.5,0.7
7678,50,1.0,0.2,0.3,0.3,0.3,0.3,0.3,0.4
1957,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
4561,250,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
4312,100,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
1985,50,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.7
6104,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
3249,300,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
2669,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
3097,50,1.0,0.1,0.1,0.1,0.2,0.3,0.4,0.6
7182,150,1.0,0.1,0.1,0.2,0.2,0.2,0.3,0.5
824,150,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
6975,200,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.5
9781,200,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
7802,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
8631,50,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.3
654,50,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.5
1612,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
3642,200,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
3612,50,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.4
3618,50,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
3533,50,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.4
2937,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
9612,50,1.0,0.2,0.2,0.3,0.3,0.3,0.4,0.5
4664,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.8
5905,650,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
9483,50,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.5
2581,50,1.0,0.3,0.3,0.3,0.3,0.3,0.4,0.4
7434,50,1.0,0.5,0.5,0.5,0.5,0.5,0.6,0.7
8003,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
1997,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
1456,50,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.6
9232,50,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.5
7559,300,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
1715,50,1.0,0.2,0.2,0.2,0.3,0.4,0.7,0.8
4644,50,1.0,0.3,0.3,0.4,0.4,0.5,0.6,0.7
8611,150,1.0,0.1,0.1,0.2,0.2,0.2,0.4,0.5
7834,100,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
3739,200,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
2802,300,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.8
8032,50,1.0,0.2,0.3,0.3,0.3,0.4,0.5,0.6
9914,1350,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.6
6415,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
2412,50,1.0,0.4,0.4,0.4,0.5,0.5,0.6,0.8
5542,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.6
3192,500,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4
9409,350,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
82,50,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.5
7146,100,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.4
3248,150,1.0,0.1,0.1,0.1,0.1,0.1,0.2,0.4
1553,150,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.7
9922,350,1.0,0.1,0.1,0.2,0.2,0.2,0.4,0.5
4951,250,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
8535,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
1600,250,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.6
7515,100,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.5
2304,100,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.6
6860,100,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.4
5458,100,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.5
6597,50,1.0,0.4,0.4,0.5,0.5,0.5,0.6,0.7
2969,50,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.5
3026,100,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
7123,550,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.6
4969,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
4020,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
653,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
6636,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.6
2003,150,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
4221,150,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
8874,100,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.4
3803,50,1.0,0.2,0.3,0.3,0.3,0.3,0.4,0.6
1968,1050,1.0,0.1,0.1,0.1,0.1,0.1,0.2,0.4
7076,200,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
9318,50,1.0,0.4,0.4,0.4,0.4,0.4,0.5,0.6
8337,100,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
1007,50,1.0,0.5,0.5,0.5,0.6,0.7,0.8,0.8
2883,250,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.6
8153,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
7424,150,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
294,150,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
6397,50,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.8
3183,100,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
8275,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
5636,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
5895,50,1.0,0.3,0.3,0.4,0.4,0.4,0.5,0.6
2150,50,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.6
714,100,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
92,100,1.0,0.1,0.1,0.2,0.2,0.2,0.4,0.5
2577,350,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.7
4779,150,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.7
7862,500,1.0,0.1,0.1,0.1,0.2,0.2,0.5,0.8
9615,450,1.0,0.1,0.2,0.2,0.2,0.3,0.4,0.5
9940,200,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.5
5798,50,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.6
8952,50,1.0,0.2,0.2,0.3,0.3,0.3,0.4,0.5
108,400,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.7
6951,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
1284,3750,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
1971,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
4746,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
6080,250,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
8429,50,1.0,0.5,0.5,0.5,0.5,0.6,0.7,0.8
3583,200,1.0,0.1,0.1,0.1,0.1,0.1,0.3,0.6
7141,200,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.4
965,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.9
6707,50,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.7
6841,50,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
6133,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
3542,50,1.0,0.4,0.4,0.4,0.4,0.4,0.5,0.6
5039,50,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.3
5334,50,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.4
4272,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.6
8135,300,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.6
1186,50,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.7
227,50,1.0,0.4,0.5,0.5,0.5,0.6,0.8,0.8
6321,200,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4
7799,50,1.0,0.1,0.2,0.2,0.2,0.3,0.4,0.6
9672,100,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
9525,650,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
6595,100,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
7365,50,1.0,0.4,0.4,0.4,0.5,0.6,0.7,0.8
446,100,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.5
8629,50,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
7869,50,1.0,0.3,0.4,0.4,0.4,0.5,0.6,0.8
5148,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
1753,200,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.3
293,100,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.6
2603,100,1.0,0.2,0.2,0.2,0.2,0.2,0.2,0.3
7859,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
2723,50,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.4
3617,50,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.8
3043,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
1399,100,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.3
7688,150,1.0,0.1,0.1,0.1,0.2,0.3,0.5,0.7
8660,200,1.0,0.1,0.1,0.1,0.2,0.2,0.2,0.4
1852,350,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.8
923,50,1.0,0.4,0.4,0.4,0.5,0.5,0.6,0.7
233,100,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
5991,50,1.0,0.5,0.5,0.5,0.5,0.6,0.7,0.8
6117,50,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
1550,650,1.0,0.1,0.1,0.1,0.1,0.1,0.2,0.4
9749,150,1.0,0.1,0.1,0.1,0.2,0.3,0.7,0.8
4649,100,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.4
1434,200,1.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4
3278,50,1.0,0.3,0.3,0.3,0.3,0.4,0.4,0.5
2371,50,1.0,0.2,0.2,0.2,0.2,0.2,0.3,0.4
1103,100,1.0,0.1,0.2,0.2,0.2,0.3,0.5,0.7
8213,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
