query_idx,ef_true,RV_gauss,RV_hub_05,RV_hub_10,RV_hub_20
2198,1550,0.115258,0.109204,0.103703,0.094605
4302,100,0.252234,0.242954,0.231987,0.204948
6870,4600,0.122538,0.111594,0.102232,0.0869923
1995,2650,0.164376,0.147646,0.133118,0.112309
8513,50,0.441926,0.426461,0.410629,0.379055
8551,200,0.304474,0.284354,0.266967,0.239191
7731,50,0.617352,0.61483,0.610972,0.599839
8105,850,0.210521,0.198674,0.186207,0.162406
2009,50,0.46824,0.459811,0.451894,0.437769
8245,50,0.367919,0.36418,0.358587,0.343844
5478,500,0.21307,0.206662,0.199176,0.183219
3887,500,0.208565,0.209231,0.207104,0.197343
9658,450,0.301165,0.28169,0.264114,0.235497
5821,50,0.403859,0.389126,0.373473,0.342549
6901,150,0.324218,0.304527,0.284762,0.243914
2713,50,0.33617,0.314401,0.290571,0.22993
8156,50,0.541934,0.530649,0.518382,0.493536
2178,850,0.233784,0.222897,0.211744,0.189584
9819,250,0.209851,0.192124,0.175525,0.148342
4261,750,0.150869,0.138286,0.127479,0.110851
1706,400,0.251697,0.240431,0.229859,0.209432
6505,200,0.273924,0.263323,0.25202,0.229395
8782,50,0.336554,0.317608,0.29886,0.263366
9337,50,0.572101,0.575014,0.576774,0.576843
4295,100,0.398908,0.384887,0.370774,0.34123
9891,100,0.265386,0.252841,0.239683,0.214891
7052,50,0.441358,0.439854,0.434751,0.417869
9053,250,0.147556,0.132371,0.119379,0.0993765
3094,50,0.379694,0.36066,0.342038,0.307448
2590,300,0.17674,0.175656,0.17297,0.164033
2305,500,0.184674,0.173513,0.163156,0.145695
4804,50,0.588218,0.585561,0.58188,0.57495
8722,200,0.263054,0.246517,0.232609,0.211417
5520,250,0.257532,0.243915,0.229992,0.202575
4551,50,0.471511,0.462607,0.454275,0.439662
6229,50,0.309253,0.296874,0.283092,0.254625
3789,50,0.516401,0.504006,0.490072,0.460945
8684,1600,0.176489,0.161685,0.148601,0.128287
1457,1800,0.209597,0.177671,0.151289,0.115896
3838,350,0.144557,0.125305,0.109191,0.0852745
9195,1500,0.117507,0.115282,0.113321,0.109938
132,100,0.230981,0.21083,0.191808,0.160082
1118,100,0.373239,0.369813,0.3658,0.357756
2235,50,0.270237,0.262607,0.254685,0.238651
4916,1300,0.148076,0.134585,0.122918,0.10538
5995,250,0.348616,0.341466,0.333278,0.315294
1590,900,0.214157,0.201817,0.189386,0.166681
1596,50,0.271682,0.250628,0.231791,0.201693
6548,50,0.546711,0.542334,0.536966,0.524655
3396,50,0.559926,0.548129,0.534543,0.503556
5791,50,0.354846,0.333058,0.313946,0.283636
5574,100,0.263671,0.256311,0.247362,0.227629
5137,3800,0.135135,0.116742,0.102633,0.084588
4967,900,0.15019,0.138327,0.127942,0.110566
1862,650,0.104097,0.0917656,0.0810943,0.064762
5487,2100,0.0849042,0.0775615,0.0722352,0.0645453
9163,150,0.240227,0.220542,0.202649,0.173452
1097,450,0.253309,0.239725,0.225801,0.20092
9567,3300,0.242035,0.231036,0.217627,0.188672
830,50,0.330225,0.317638,0.303705,0.276433
3986,50,0.557434,0.550014,0.540868,0.51819
9771,50,0.420088,0.405721,0.389445,0.349764
6350,650,0.200571,0.181909,0.1659,0.141381
8824,50,0.380346,0.370387,0.360471,0.343829
2286,100,0.306768,0.292534,0.278344,0.251088
3990,50,0.388025,0.374808,0.361753,0.336221
1407,100,0.28631,0.269835,0.254998,0.230687
2078,300,0.164131,0.143923,0.128009,0.104747
5237,150,0.281337,0.245701,0.216839,0.176043
9058,350,0.169446,0.15899,0.148156,0.127209
4200,1250,0.141761,0.125343,0.111613,0.0911065
331,1350,0.180363,0.170703,0.161019,0.140843
6537,2200,0.243272,0.229319,0.214672,0.187147
9792,100,0.366617,0.358273,0.348365,0.324782
5557,50,0.562893,0.565973,0.566348,0.561017
5082,50,0.425665,0.420983,0.414811,0.399078
1200,100,0.296593,0.275605,0.255593,0.221815
7343,5000,0.179955,0.171713,0.16254,0.143739
5539,1350,0.149096,0.137874,0.128783,0.11333
2450,1250,0.187221,0.164522,0.146409,0.120615
1797,50,0.52202,0.513119,0.503989,0.485454
3535,50,0.36373,0.342033,0.320191,0.274295
1869,5000,0.188231,0.176973,0.16498,0.141677
3609,50,0.444272,0.434057,0.422956,0.394632
5218,3750,0.27072,0.265323,0.258404,0.240106
7155,100,0.218308,0.213624,0.206661,0.188417
3721,150,0.318877,0.306637,0.293478,0.266437
6192,850,0.180189,0.172571,0.164634,0.149832
6034,3600,0.137589,0.133875,0.128648,0.116985
3731,5000,0.112316,0.10307,0.0947651,0.0814986
1921,100,0.360333,0.345283,0.328777,0.29539
2624,50,0.454712,0.447797,0.438789,0.417387
3554,50,0.383243,0.362859,0.3405,0.263807
1108,50,0.377503,0.352441,0.329315,0.292228
3228,50,0.653635,0.653863,0.650159,0.635428
2994,50,0.309028,0.287886,0.268082,0.234895
987,5000,0.115487,0.107018,0.0990054,0.08548
5988,50,0.655372,0.666102,0.671452,0.671867
726,50,0.542314,0.534516,0.524608,0.501016
6559,100,0.34839,0.333404,0.318903,0.291429
1721,50,0.382647,0.372781,0.362129,0.339943
343,300,0.301616,0.293018,0.282292,0.25726
9212,250,0.159804,0.139153,0.1222,0.0974571
2088,350,0.20905,0.195427,0.182943,0.159604
3555,250,0.242875,0.213183,0.188164,0.152394
5354,50,0.322528,0.305536,0.289134,0.261189
7060,100,0.266277,0.247233,0.228918,0.197394
1410,2350,0.134509,0.12548,0.116538,0.0999041
8926,50,0.299881,0.272204,0.247505,0.208995
8265,100,0.292007,0.280593,0.266673,0.236211
2838,200,0.214213,0.193881,0.177977,0.159848
1443,250,0.244721,0.232302,0.220649,0.20037
6674,1850,0.192296,0.177468,0.16298,0.137924
5776,200,0.270579,0.249459,0.230424,0.199475
5649,50,0.518379,0.499653,0.482303,0.451766
6671,50,0.443033,0.426011,0.408601,0.368176
6487,50,0.49579,0.484304,0.473804,0.455128
9102,350,0.177976,0.164231,0.152941,0.135836
7185,50,0.305778,0.294032,0.280502,0.250896
6462,50,0.354038,0.334114,0.316279,0.285369
5314,300,0.222513,0.213773,0.204385,0.184678
8862,50,0.501395,0.498562,0.494312,0.483636
2059,50,0.425026,0.41785,0.408273,0.38586
6093,100,0.26484,0.24793,0.232497,0.206531
6479,1000,0.166948,0.151076,0.137651,0.116504
3805,150,0.236949,0.240406,0.240532,0.233356
4712,350,0.247909,0.217737,0.193337,0.158628
1677,100,0.326685,0.311843,0.296789,0.267685
3235,50,0.380325,0.365108,0.348551,0.310857
1627,50,0.417362,0.411533,0.403168,0.38172
3227,50,0.377692,0.376772,0.373165,0.360416
3700,250,0.348648,0.334116,0.318805,0.287429
6262,50,0.306169,0.310066,0.311343,0.306603
6554,5000,0.180913,0.167267,0.154375,0.132544
9834,4250,0.223164,0.21142,0.200809,0.182852
7967,200,0.360988,0.334868,0.31117,0.270779
1643,400,0.212452,0.20069,0.188924,0.168057
3276,2850,0.173616,0.166316,0.157766,0.139282
7297,50,0.375356,0.370286,0.363699,0.346867
9944,1800,0.196866,0.188894,0.180979,0.16516
1811,300,0.127605,0.116013,0.107418,0.0957541
6721,50,0.386798,0.375959,0.363795,0.338608
2597,2150,0.142969,0.117946,0.09925,0.0751199
7806,100,0.371931,0.360189,0.347189,0.32012
4364,500,0.299424,0.281815,0.266203,0.240839
9900,300,0.223589,0.201349,0.181957,0.15119
8356,1100,0.254777,0.250214,0.24337,0.224836
7370,350,0.192248,0.165673,0.145479,0.120376
9155,50,0.576752,0.571333,0.564787,0.549464
6880,800,0.109198,0.0970248,0.0873631,0.0752565
4226,700,0.177121,0.160116,0.146742,0.126675
7321,150,0.261137,0.248788,0.236365,0.210944
7386,400,0.177346,0.171569,0.1648,0.149522
2419,50,0.458481,0.44722,0.436243,0.415696
3811,550,0.177526,0.164819,0.154725,0.139082
3058,1350,0.130912,0.119818,0.1107,0.0975307
9327,100,0.329726,0.324514,0.320398,0.318373
450,5000,0.149557,0.14193,0.13399,0.117977
7011,550,0.254562,0.245036,0.23452,0.212284
5100,150,0.181688,0.172417,0.164235,0.14928
4957,1200,0.132157,0.125292,0.118193,0.104482
2918,50,0.377493,0.371149,0.363936,0.346821
4002,50,0.298512,0.285763,0.273379,0.250588
3038,550,0.231068,0.228491,0.224112,0.212003
7778,150,0.150932,0.141383,0.132571,0.117309
8841,100,0.401791,0.395398,0.386022,0.358748
8028,50,0.322627,0.301377,0.281388,0.250516
4052,50,0.640531,0.643674,0.645213,0.643448
2285,1250,0.28786,0.269417,0.252905,0.225295
8209,100,0.313672,0.299458,0.284368,0.250216
2501,100,0.23274,0.213594,0.196946,0.171893
1396,150,0.264153,0.250162,0.235453,0.208665
979,950,0.189235,0.173137,0.158789,0.136473
8575,100,0.223629,0.203441,0.187582,0.167406
6393,50,0.398684,0.389812,0.378061,0.347353
5924,100,0.38723,0.375877,0.364753,0.343523
9955,250,0.24844,0.222098,0.200581,0.170692
168,2650,0.1259,0.116854,0.109081,0.0970869
5488,1200,0.153581,0.134412,0.117723,0.0920143
9613,50,0.567466,0.558623,0.547892,0.522771
9305,250,0.27398,0.258619,0.242682,0.205406
2625,50,0.282389,0.276065,0.268752,0.251556
4236,3150,0.145737,0.128772,0.115165,0.0965551
9183,100,0.393299,0.388729,0.383083,0.369218
9650,3600,0.102302,0.0839416,0.0713303,0.0573472
4076,300,0.229643,0.213166,0.198605,0.175088
9242,300,0.272132,0.268475,0.261254,0.238812
8386,50,0.260752,0.25178,0.243501,0.228786
3999,50,0.439884,0.440815,0.439287,0.430987
9412,50,0.28536,0.276564,0.266674,0.246583
8460,50,0.255368,0.240889,0.226999,0.203238
6219,50,0.316601,0.301674,0.289051,0.270157
1350,1550,0.116288,0.103882,0.0932377,0.0772755
9381,50,0.42396,0.403075,0.382715,0.346766
3729,50,0.417778,0.414873,0.409178,0.391378
5230,50,0.612304,0.613986,0.61166,0.596943
8142,50,0.428723,0.41641,0.402961,0.374989
5536,2450,0.116311,0.10821,0.099551,0.0833664
8757,50,0.313222,0.313111,0.310386,0.299621
360,300,0.233977,0.224947,0.215321,0.196917
753,50,0.246298,0.236533,0.224545,0.198118
709,400,0.164778,0.159294,0.154537,0.147833
4460,50,0.468404,0.469336,0.468038,0.461817
4198,1800,0.340693,0.322333,0.303907,0.269277
9347,250,0.245219,0.237351,0.227251,0.205629
8048,50,0.358478,0.358351,0.35452,0.339635
5243,350,0.212481,0.196466,0.182024,0.158198
5633,150,0.217698,0.200324,0.184745,0.160149
1791,900,0.132546,0.119207,0.108673,0.0940134
5074,1150,0.218045,0.206185,0.19626,0.179707
8262,50,0.236462,0.232805,0.228163,0.216839
244,50,0.280341,0.260975,0.24371,0.215327
4101,50,0.37763,0.37081,0.362751,0.344258
5938,50,0.452184,0.442826,0.431726,0.405831
6207,450,0.137456,0.124058,0.112456,0.0940587
7466,5000,0.119524,0.114444,0.109039,0.0981272
3784,200,0.194569,0.186046,0.178422,0.165018
6105,50,0.467664,0.467634,0.465741,0.457858
2707,50,0.33556,0.321783,0.309697,0.289802
3558,100,0.401628,0.393285,0.384632,0.367799
1416,550,0.128893,0.114219,0.102847,0.0872576
6796,300,0.261601,0.248295,0.236059,0.21478
2117,50,0.284192,0.277646,0.269532,0.247982
9590,1450,0.128132,0.119904,0.111939,0.0980246
4984,600,0.232533,0.219851,0.208774,0.191624
1253,100,0.436389,0.412225,0.388181,0.33835
7564,50,0.495342,0.480661,0.465729,0.437476
577,50,0.613286,0.600082,0.580818,0.487902
9326,200,0.299548,0.284056,0.266655,0.231962
4855,100,0.399312,0.383202,0.368667,0.343689
9987,50,0.451967,0.453835,0.452059,0.441838
4499,450,0.222871,0.212206,0.203227,0.191765
2832,50,0.259427,0.260628,0.258007,0.245763
6514,50,0.508652,0.498008,0.485464,0.45731
380,50,0.595149,0.598267,0.599552,0.598057
561,50,0.35017,0.340678,0.330366,0.309123
7316,50,0.34992,0.334127,0.317849,0.286288
8787,100,0.281218,0.270595,0.258361,0.232924
6819,50,0.330346,0.310327,0.290405,0.252537
4344,50,0.269415,0.255501,0.242885,0.221412
6749,700,0.138156,0.125225,0.114806,0.100268
839,1900,0.199196,0.189659,0.178122,0.15381
4478,50,0.366937,0.357183,0.345561,0.320726
175,400,0.253847,0.238632,0.224751,0.20201
2362,50,0.556064,0.55527,0.552688,0.543284
1989,50,0.420974,0.413189,0.404535,0.386082
2134,250,0.215215,0.190449,0.169006,0.137167
6799,50,0.367706,0.34332,0.321876,0.285235
5935,50,0.252976,0.237559,0.223317,0.199237
8672,150,0.149512,0.136961,0.126122,0.110191
8795,50,0.545879,0.539991,0.533417,0.518394
7473,1500,0.138126,0.120101,0.10602,0.0872871
815,2200,0.144729,0.133658,0.123205,0.106178
5999,150,0.31113,0.298163,0.283803,0.253479
4602,50,0.362345,0.348005,0.333229,0.304547
2814,100,0.265327,0.25314,0.240704,0.218059
2473,50,0.344096,0.316568,0.293528,0.261161
7464,1350,0.139234,0.127675,0.117677,0.104354
206,50,0.297986,0.279833,0.261281,0.22455
3713,2250,0.215277,0.209332,0.201343,0.183545
8616,900,0.167516,0.149979,0.135173,0.113829
4892,100,0.283524,0.270492,0.257504,0.231868
1367,100,0.349947,0.346121,0.339698,0.321919
8457,1200,0.157409,0.136114,0.118727,0.0936029
4541,4800,0.138593,0.127804,0.118883,0.106091
4570,50,0.428707,0.428241,0.424779,0.412545
3753,1000,0.19488,0.174634,0.157879,0.140999
8962,100,0.46424,0.451217,0.4381,0.409238
7450,50,0.514581,0.503716,0.491744,0.464951
8004,100,0.249747,0.233525,0.218727,0.193451
6073,350,0.153435,0.136296,0.12103,0.096533
5219,200,0.283129,0.281622,0.277988,0.26693
1288,50,0.396459,0.393135,0.38807,0.37493
1343,100,0.266939,0.246768,0.228723,0.199718
9817,50,0.241233,0.219285,0.19827,0.162711
3717,50,0.231143,0.224606,0.217464,0.202172
6890,50,0.461655,0.45155,0.440726,0.418866
7200,50,0.466723,0.461858,0.456674,0.446452
5739,150,0.283724,0.273048,0.260081,0.231723
3620,50,0.31431,0.310977,0.304527,0.284897
7747,100,0.263334,0.247573,0.232184,0.20289
7703,200,0.314731,0.303175,0.289039,0.259115
9818,100,0.230698,0.219333,0.209037,0.190517
7340,4200,0.139556,0.129896,0.121011,0.106395
7270,750,0.177559,0.179401,0.17889,0.17277
948,100,0.363271,0.359023,0.351673,0.330343
1960,50,0.561776,0.559415,0.556873,0.552966
7864,3250,0.129718,0.113569,0.100364,0.080012
9777,50,0.441574,0.425965,0.409279,0.375786
6600,5000,0.231747,0.220803,0.208764,0.183699
7926,950,0.142343,0.122171,0.104846,0.0796333
9835,50,0.229496,0.212027,0.19546,0.166438
7326,2600,0.226099,0.222982,0.218382,0.206988
4538,350,0.195967,0.180693,0.166058,0.141396
2703,600,0.151897,0.142633,0.133521,0.117368
1945,50,0.395648,0.38479,0.372932,0.348908
648,250,0.142119,0.121477,0.105152,0.0836871
9330,1250,0.213597,0.206963,0.197952,0.176828
5339,500,0.206128,0.187221,0.1712,0.146115
7099,50,0.364996,0.359514,0.352994,0.340073
7375,100,0.231685,0.208324,0.187563,0.154996
1634,100,0.404606,0.388138,0.372712,0.346329
7828,50,0.354127,0.338624,0.322477,0.287139
2553,3050,0.154199,0.143444,0.132903,0.112675
2464,300,0.145941,0.130856,0.118781,0.101306
4414,5000,0.227564,0.228933,0.226242,0.211836
9086,50,0.575346,0.583019,0.585428,0.580015
4037,100,0.362343,0.347942,0.333799,0.307195
7575,5000,0.301918,0.2943,0.288205,0.279685
578,5000,0.132363,0.12713,0.121665,0.110573
1003,3550,0.124449,0.109436,0.0976036,0.0818679
9911,150,0.196691,0.175222,0.156953,0.129853
9037,1950,0.13182,0.122664,0.114572,0.101926
1508,2750,0.101626,0.0962967,0.090291,0.0780249
6139,50,0.529658,0.521269,0.511475,0.491271
4130,150,0.262202,0.254914,0.246581,0.227891
7673,50,0.388283,0.384591,0.378753,0.362244
4472,200,0.279395,0.261591,0.245157,0.219395
5134,50,0.277967,0.272863,0.265806,0.247036
1992,800,0.136215,0.124959,0.115056,0.0987351
9009,250,0.170983,0.15908,0.148355,0.13039
270,350,0.169422,0.149109,0.131768,0.106707
7422,450,0.23818,0.227032,0.21593,0.194663
5667,3100,0.166885,0.158218,0.150071,0.137111
7404,50,0.329635,0.312057,0.294955,0.264038
8690,50,0.279247,0.276623,0.270446,0.250435
3422,350,0.361675,0.367572,0.369272,0.363262
9909,100,0.255095,0.230853,0.209464,0.176294
9313,300,0.301706,0.293514,0.284744,0.263864
5540,50,0.433663,0.419147,0.405173,0.38015
4396,50,0.207013,0.178017,0.15426,0.121748
9933,400,0.332195,0.321284,0.312105,0.295675
4909,150,0.315848,0.297452,0.279123,0.235378
5693,5000,0.190831,0.175732,0.162356,0.141892
8515,3150,0.200192,0.185565,0.172767,0.15002
2815,50,0.437131,0.421565,0.403791,0.365253
6384,50,0.34146,0.338135,0.331707,0.314094
8047,200,0.352899,0.340963,0.328937,0.304957
1935,450,0.175365,0.162014,0.149892,0.129245
2907,50,0.471269,0.457484,0.444212,0.421407
7692,50,0.441323,0.437991,0.430805,0.409946
5431,50,0.223833,0.188557,0.158506,0.116173
8543,50,0.473968,0.466616,0.456317,0.430828
4330,150,0.196114,0.184397,0.174163,0.157219
6259,500,0.338841,0.331274,0.322506,0.302553
9478,50,0.635553,0.630579,0.624281,0.607757
2975,50,0.432271,0.41733,0.400202,0.363241
4851,350,0.220696,0.212546,0.204711,0.190344
3819,50,0.310799,0.309487,0.304405,0.286187
476,250,0.151479,0.139032,0.129406,0.116122
8742,900,0.212528,0.189516,0.170351,0.142592
7678,50,0.297605,0.289575,0.279564,0.256383
1957,150,0.407351,0.396622,0.385023,0.360373
4561,650,0.171888,0.159309,0.148934,0.132174
4312,100,0.253114,0.234754,0.217518,0.187405
1985,100,0.372314,0.368578,0.362687,0.3474
6104,150,0.391042,0.380912,0.369382,0.344273
3249,50,0.605996,0.603086,0.599842,0.59353
2669,50,0.208383,0.2068,0.201354,0.181949
3097,50,0.586303,0.58373,0.579673,0.567473
7182,50,0.390249,0.372152,0.354254,0.321917
824,250,0.201715,0.192095,0.182285,0.164571
6975,100,0.337976,0.321951,0.306755,0.277685
9781,1850,0.200317,0.190268,0.180883,0.165256
7802,150,0.289106,0.268039,0.248246,0.214734
8631,1100,0.151542,0.140172,0.132091,0.125327
654,50,0.474921,0.471023,0.466593,0.45633
1612,50,0.433091,0.427442,0.419859,0.401055
3642,50,0.376909,0.358693,0.340581,0.307427
3612,100,0.395961,0.3814,0.365525,0.332692
3618,100,0.369591,0.358459,0.346582,0.321916
3533,1050,0.154124,0.135616,0.120882,0.101663
2937,200,0.196635,0.190769,0.185132,0.174164
9612,200,0.260202,0.236151,0.21496,0.180022
4664,3550,0.127693,0.126282,0.124343,0.118121
5905,900,0.196591,0.190297,0.182842,0.166912
9483,100,0.22612,0.213329,0.202756,0.186613
2581,50,0.362728,0.353695,0.342967,0.319633
7434,50,0.456413,0.455287,0.451987,0.439224
8003,150,0.346906,0.337721,0.32741,0.304409
1997,250,0.173745,0.166256,0.159728,0.148327
1456,50,0.413316,0.402033,0.387962,0.355543
9232,100,0.314226,0.303297,0.291848,0.267088
7559,5000,0.146548,0.131015,0.118719,0.102237
1715,1250,0.154095,0.14482,0.136301,0.121856
4644,2500,0.122213,0.106817,0.0936836,0.0727854
8611,250,0.243856,0.234855,0.227834,0.219641
7834,50,0.275991,0.276328,0.273262,0.258366
3739,50,0.497955,0.493765,0.489179,0.47911
2802,50,0.457991,0.449213,0.439692,0.420949
8032,50,0.457214,0.44363,0.430163,0.404483
9914,500,0.121968,0.112438,0.103623,0.0884696
6415,3100,0.221854,0.20797,0.196443,0.181721
2412,100,0.454413,0.454279,0.45299,0.452962
5542,2600,0.124654,0.107484,0.0976741,0.0932328
3192,550,0.253594,0.244743,0.236472,0.221232
9409,50,0.530631,0.518522,0.505621,0.478777
82,1900,0.110884,0.101614,0.0939268,0.0821656
7146,50,0.405258,0.39443,0.381663,0.356146
3248,50,0.380603,0.357856,0.338142,0.304459
1553,5000,0.183514,0.18184,0.177104,0.161385
9922,2300,0.12272,0.103034,0.0878532,0.0689434
4951,250,0.283567,0.280994,0.274397,0.253286
8535,250,0.2208,0.213628,0.205164,0.185094
1600,50,0.341668,0.312402,0.284108,0.235645
7515,300,0.280697,0.266688,0.252045,0.224167
2304,5000,0.123669,0.112441,0.102391,0.0856437
6860,1000,0.199418,0.174208,0.153148,0.123486
5458,50,0.344475,0.323939,0.303104,0.263782
6597,1800,0.089934,0.0800993,0.0724503,0.0621437
2969,900,0.166533,0.154233,0.142796,0.123993
3026,50,0.342119,0.329927,0.316939,0.290406
7123,2000,0.114729,0.0986919,0.0844809,0.063167
4969,50,0.655336,0.653816,0.651239,0.643541
4020,100,0.222528,0.211224,0.200907,0.183059
653,50,0.265689,0.261192,0.257245,0.2496
6636,250,0.374888,0.36192,0.348056,0.31956
2003,50,0.392637,0.374548,0.357794,0.326375
4221,3400,0.165987,0.148536,0.132685,0.107451
8874,400,0.175634,0.152705,0.13702,0.121287
3803,50,0.598711,0.595261,0.591633,0.581151
1968,200,0.2361,0.2142,0.194772,0.164027
7076,100,0.396351,0.386013,0.374803,0.35114
9318,450,0.199213,0.19264,0.185302,0.171622
8337,50,0.269663,0.261155,0.252813,0.236159
1007,1250,0.173001,0.161593,0.150324,0.130576
2883,2000,0.150723,0.134369,0.122813,0.108349
8153,200,0.131663,0.12711,0.121796,0.109406
7424,300,0.145401,0.132492,0.121654,0.105134
294,1100,0.254422,0.259621,0.260167,0.250645
6397,50,0.490834,0.487116,0.48247,0.471632
3183,100,0.296431,0.291517,0.28476,0.268167
8275,950,0.168989,0.159695,0.152552,0.143448
5636,50,0.461401,0.453214,0.443965,0.423975
5895,50,0.517759,0.509997,0.501874,0.485564
2150,1750,0.168606,0.156602,0.145448,0.126897
714,50,0.521255,0.52275,0.520447,0.508435
92,150,0.281833,0.270819,0.258848,0.235215
2577,50,0.634405,0.636503,0.637172,0.633543
4779,150,0.194275,0.17425,0.157888,0.134236
7862,1650,0.119274,0.104479,0.0945635,0.0838924
9615,100,0.292011,0.268583,0.248536,0.220538
9940,5000,0.111444,0.101474,0.0938227,0.0826421
5798,250,0.270617,0.268674,0.26464,0.252364
8952,800,0.111587,0.0976952,0.0875323,0.0751766
108,50,0.46281,0.455181,0.445019,0.420147
6951,100,0.275786,0.260229,0.243732,0.211186
1284,1050,0.180828,0.163925,0.148502,0.122738
1971,50,0.52158,0.518167,0.512848,0.498746
4746,2950,0.149457,0.141227,0.13416,0.122593
6080,250,0.228006,0.214548,0.202663,0.184223
8429,5000,0.178479,0.175979,0.172171,0.161885
3583,50,0.308284,0.29057,0.274243,0.247607
7141,2350,0.267219,0.26686,0.26292,0.247982
965,150,0.191324,0.168854,0.150218,0.125626
6707,150,0.360586,0.336538,0.313337,0.272941
6841,50,0.47864,0.465892,0.450999,0.413456
6133,650,0.113071,0.101409,0.0922789,0.0794692
3542,2450,0.170048,0.160619,0.151361,0.134484
5039,50,0.330121,0.309535,0.290781,0.256013
5334,50,0.583024,0.574428,0.56518,0.545049
4272,550,0.27571,0.270115,0.261588,0.239167
8135,800,0.217991,0.208169,0.198176,0.180061
1186,3600,0.192007,0.181681,0.172471,0.157459
227,150,0.361009,0.345279,0.329192,0.298537
6321,150,0.385625,0.363295,0.341538,0.302742
7799,4700,0.127187,0.121386,0.11439,0.099312
9672,1650,0.178735,0.167093,0.156401,0.137896
9525,50,0.49432,0.482344,0.471012,0.449308
6595,50,0.463327,0.452177,0.440582,0.418526
7365,150,0.291975,0.272383,0.255521,0.231231
446,3150,0.218657,0.202589,0.189136,0.168886
8629,100,0.273943,0.247655,0.225148,0.192568
7869,1150,0.170802,0.165238,0.160547,0.154964
5148,50,0.400526,0.40089,0.396851,0.380874
1753,50,0.356674,0.357662,0.353654,0.33644
293,2550,0.223042,0.216888,0.211566,0.20327
2603,50,0.370978,0.370272,0.367091,0.353494
7859,600,0.315899,0.309222,0.299417,0.269491
2723,750,0.159829,0.143469,0.12966,0.108366
3617,1300,0.259444,0.248537,0.236362,0.211841
3043,350,0.211117,0.196833,0.183867,0.162045
1399,50,0.333185,0.318719,0.304844,0.279673
7688,3050,0.182724,0.165374,0.150598,0.129862
8660,50,0.446755,0.440003,0.429444,0.402165
1852,750,0.353314,0.348132,0.341623,0.32721
923,150,0.17255,0.170612,0.166556,0.154063
233,150,0.301312,0.272677,0.245758,0.200846
5991,600,0.225286,0.210691,0.19731,0.17361
6117,150,0.223097,0.216003,0.207635,0.189356
1550,100,0.321629,0.313763,0.304862,0.285267
9749,50,0.338477,0.326483,0.313241,0.286861
4649,50,0.468804,0.460651,0.448269,0.41232
1434,150,0.351432,0.348553,0.343481,0.329726
3278,1550,0.120825,0.115389,0.108561,0.0932912
2371,50,0.477353,0.471106,0.466208,0.463348
1103,50,0.347019,0.318948,0.294444,0.255414
8213,50,0.252903,0.244471,0.234044,0.21105
3545,150,0.358734,0.347126,0.335079,0.312045
