query_idx,ef_true,RV_gauss,RV_hub_05,RV_hub_10,RV_hub_20
2454,50,0.366384,0.364534,0.362259,0.356697
2012,100,0.432049,0.411339,0.390938,0.353404
9224,50,0.437258,0.418303,0.39838,0.358702
6954,750,0.185332,0.172788,0.160955,0.138886
7604,50,0.371915,0.36206,0.350467,0.32455
1383,50,0.214206,0.205751,0.197798,0.182558
2001,250,0.2127,0.191533,0.173174,0.145948
5190,200,0.247583,0.221102,0.198394,0.16306
9343,150,0.233492,0.217898,0.20243,0.174946
3229,550,0.331137,0.324714,0.315913,0.294307
4850,50,0.468986,0.461262,0.452283,0.431372
5947,650,0.244893,0.235214,0.225286,0.20614
436,150,0.228438,0.215112,0.202576,0.179816
8559,50,0.661992,0.660308,0.657416,0.64817
1280,300,0.214407,0.193782,0.175645,0.147718
6539,300,0.204052,0.19947,0.193006,0.176749
5463,50,0.535134,0.541344,0.54962,0.571036
8896,1300,0.205053,0.201546,0.198642,0.194481
678,50,0.365334,0.374082,0.380966,0.390565
5597,200,0.447507,0.444032,0.438754,0.425569
5113,50,0.337129,0.329825,0.322199,0.306703
7096,2650,0.129403,0.121236,0.11288,0.0967243
466,800,0.108863,0.0947966,0.0830874,0.0658937
1106,600,0.24385,0.230923,0.217974,0.191853
7794,100,0.291746,0.270416,0.250778,0.218516
1282,200,0.210469,0.195662,0.181983,0.159676
8104,150,0.224977,0.214767,0.203559,0.179337
7248,100,0.282288,0.271,0.260608,0.242299
9182,50,0.364969,0.36326,0.358812,0.346125
8624,50,0.372422,0.359506,0.344923,0.314397
7669,50,0.388578,0.38194,0.37369,0.355112
253,2050,0.106956,0.102537,0.097669,0.0881065
9040,50,0.324082,0.314697,0.302878,0.274362
6118,150,0.266238,0.251649,0.2371,0.211017
9798,3100,0.225143,0.215986,0.204162,0.177887
5620,450,0.238323,0.234984,0.229783,0.214631
7774,50,0.427964,0.418244,0.408427,0.390608
3553,300,0.16138,0.143305,0.128424,0.107228
5247,100,0.296331,0.279759,0.263437,0.233187
7090,150,0.243225,0.232903,0.221,0.194318
2958,400,0.188281,0.174101,0.160552,0.136537
8590,150,0.296549,0.277668,0.261245,0.234824
8728,50,0.554297,0.549089,0.544788,0.538848
837,100,0.447128,0.435037,0.423842,0.404179
4292,50,0.37584,0.363287,0.351466,0.328205
593,50,0.282277,0.264365,0.248692,0.223773
3550,2600,0.139785,0.124002,0.111718,0.0960445
5194,50,0.535912,0.516593,0.494112,0.433527
501,100,0.471274,0.468669,0.463929,0.449762
6249,50,0.275091,0.271266,0.265207,0.248884
7753,350,0.214776,0.211353,0.208166,0.201396
3005,550,0.232913,0.221535,0.210268,0.186214
1928,50,0.452219,0.4508,0.446887,0.434119
5090,50,0.518654,0.507145,0.493743,0.463075
670,1300,0.128674,0.117192,0.107536,0.0931085
4853,50,0.44655,0.432856,0.4181,0.387154
4099,50,0.669153,0.665518,0.661089,0.650451
3075,100,0.325762,0.308602,0.292122,0.265255
4807,1450,0.237761,0.233647,0.226865,0.206683
9413,50,0.508821,0.496519,0.484076,0.459307
5948,50,0.50635,0.489354,0.472544,0.441339
6299,100,0.430214,0.419925,0.409639,0.389127
8196,50,0.435912,0.425218,0.413603,0.389556
5185,250,0.172622,0.156501,0.14243,0.120163
3252,50,0.583388,0.575502,0.565889,0.543374
1122,100,0.288633,0.274174,0.260743,0.238502
4424,100,0.292671,0.271181,0.250957,0.216323
9089,250,0.159967,0.148132,0.137845,0.122643
1520,50,0.367712,0.346902,0.325526,0.286404
8786,400,0.26367,0.274259,0.282261,0.290156
5355,50,0.328038,0.304669,0.28267,0.245519
5309,50,0.533301,0.536065,0.53634,0.531304
8930,50,0.414514,0.39695,0.379794,0.348688
9481,400,0.234041,0.218596,0.20492,0.182909
9800,50,0.237802,0.214883,0.19391,0.159554
7925,150,0.342721,0.321865,0.302292,0.268001
6433,50,0.308757,0.302514,0.296275,0.283597
1633,3800,0.163031,0.162184,0.158675,0.146392
1300,900,0.176908,0.160037,0.146287,0.127517
9931,50,0.367616,0.369604,0.368543,0.358611
5754,400,0.168539,0.159787,0.150784,0.133555
2418,50,0.633488,0.63211,0.629869,0.623663
7787,2550,0.118298,0.107419,0.0981425,0.0847277
7312,1350,0.125349,0.116511,0.108106,0.0933886
604,50,0.31831,0.304753,0.29207,0.269454
2344,5000,0.127906,0.119599,0.111698,0.096641
5934,2550,0.180236,0.179608,0.178571,0.173649
8830,50,0.471574,0.467742,0.463401,0.453936
3548,200,0.221386,0.219713,0.215746,0.204091
9066,50,0.444593,0.442029,0.436925,0.42076
5434,350,0.262834,0.241092,0.220007,0.183307
7783,350,0.249077,0.238407,0.226969,0.205784
5328,100,0.220594,0.221872,0.220582,0.213575
1875,100,0.418704,0.411892,0.404705,0.390227
3530,150,0.390599,0.380215,0.369947,0.350781
1333,300,0.162588,0.153556,0.146039,0.132379
289,50,0.586971,0.581774,0.57379,0.54913
5777,50,0.610246,0.611073,0.611458,0.611602
2770,50,0.439525,0.431343,0.4209,0.394476
8661,100,0.202607,0.197602,0.190727,0.17429
403,100,0.226414,0.221304,0.214228,0.195997
6210,100,0.219109,0.213562,0.20605,0.188184
5860,550,0.284819,0.263228,0.242625,0.204297
5958,450,0.230553,0.207594,0.188704,0.161858
4067,100,0.338413,0.323495,0.308544,0.280751
2328,4750,0.148314,0.123654,0.105334,0.0834327
2593,250,0.181301,0.166924,0.154596,0.137027
103,100,0.268239,0.240037,0.215554,0.180245
4650,250,0.250697,0.232069,0.216282,0.192089
9986,100,0.317429,0.301403,0.28595,0.259305
9311,50,0.382076,0.379228,0.373447,0.356192
715,400,0.263792,0.241611,0.222623,0.194311
1398,500,0.2297,0.216994,0.20415,0.180509
6116,650,0.176643,0.172282,0.168273,0.159683
9745,1150,0.137609,0.125065,0.115572,0.102994
9960,50,0.402517,0.40051,0.394276,0.374885
1726,2000,0.0953925,0.084392,0.0752167,0.0610059
7416,200,0.241807,0.231982,0.221861,0.202445
1605,300,0.19212,0.16444,0.141327,0.108201
3217,50,0.450795,0.442939,0.434037,0.413568
1604,100,0.216669,0.205035,0.194479,0.175061
3307,50,0.35747,0.355293,0.350063,0.334193
8564,50,0.272883,0.254745,0.239311,0.214792
6618,50,0.498381,0.498627,0.497222,0.490073
7056,100,0.384217,0.370899,0.357279,0.32832
7970,150,0.233228,0.219321,0.206704,0.184604
3835,250,0.200462,0.186738,0.174188,0.152963
9935,50,0.541216,0.523748,0.506975,0.476029
5180,50,0.413255,0.404119,0.393386,0.368683
4812,300,0.175936,0.170847,0.167273,0.165095
8936,50,0.351089,0.333704,0.317281,0.289154
6748,50,0.283316,0.269182,0.255397,0.230504
7282,50,0.565489,0.557602,0.548241,0.524736
7083,50,0.451276,0.450643,0.447527,0.436778
599,50,0.418824,0.411374,0.402876,0.38555
8018,100,0.178283,0.16055,0.146674,0.127361
6611,50,0.376043,0.36215,0.347367,0.317018
7028,50,0.264179,0.240157,0.218124,0.181758
7717,1450,0.132082,0.116742,0.103622,0.084641
8325,50,0.34191,0.331549,0.320804,0.299674
3837,50,0.371697,0.35824,0.344659,0.320273
8102,200,0.218689,0.200197,0.185094,0.163266
5415,50,0.299473,0.303683,0.304462,0.297425
6031,1450,0.210605,0.204034,0.197676,0.187156
906,100,0.356791,0.337729,0.318394,0.274919
4710,1000,0.337199,0.333884,0.325949,0.302975
8308,200,0.256301,0.220653,0.189881,0.144971
5131,4400,0.153219,0.140375,0.12832,0.107836
2510,50,0.339006,0.320325,0.300631,0.263061
6486,450,0.27669,0.259218,0.243687,0.214757
7931,150,0.411286,0.402036,0.390994,0.367443
6429,150,0.234601,0.219808,0.205923,0.180528
1060,300,0.205737,0.19162,0.179769,0.162658
6834,5000,0.133139,0.128486,0.125687,0.124554
1603,50,0.526016,0.524872,0.518901,0.497614
2568,5000,0.152191,0.135634,0.123346,0.107217
5374,700,0.229222,0.224384,0.218964,0.208161
1391,50,0.372856,0.362194,0.349788,0.323267
7306,400,0.183469,0.170504,0.158225,0.137289
4147,150,0.178414,0.154243,0.136459,0.116147
3076,750,0.217713,0.194717,0.173712,0.140064
8255,500,0.20036,0.191619,0.182665,0.164046
2563,300,0.273296,0.266985,0.259662,0.244745
4454,5000,0.12932,0.115276,0.103014,0.083675
5395,150,0.270343,0.246106,0.225329,0.19268
9603,2650,0.159881,0.155273,0.148941,0.13289
3149,50,0.286333,0.266536,0.247527,0.213269
7413,50,0.41619,0.408999,0.401016,0.383195
1112,50,0.586895,0.585659,0.584772,0.58414
1286,50,0.366942,0.355439,0.344526,0.321713
54,100,0.290799,0.275169,0.259814,0.233005
3970,850,0.253573,0.244673,0.234332,0.211726
1426,100,0.29472,0.281331,0.268816,0.247459
2917,150,0.313141,0.294836,0.278495,0.248237
4573,150,0.357395,0.343355,0.328835,0.299466
319,1150,0.12381,0.109106,0.097764,0.083049
589,50,0.446149,0.451284,0.450335,0.436022
3283,50,0.506768,0.497365,0.486731,0.463292
6235,200,0.238079,0.218909,0.202266,0.175659
6180,5000,0.139989,0.133452,0.126671,0.113518
5,200,0.202833,0.194795,0.183972,0.158551
1820,2350,0.133029,0.119211,0.107572,0.0906755
6335,550,0.290824,0.273447,0.255793,0.22359
7759,50,0.469224,0.457251,0.44374,0.413977
5462,50,0.295817,0.292417,0.286061,0.267598
4408,50,0.54728,0.534492,0.516083,0.457975
2016,50,0.25197,0.254141,0.254799,0.251288
775,2550,0.218721,0.217399,0.213612,0.201376
3621,250,0.197715,0.184205,0.172652,0.155449
8637,50,0.442651,0.438639,0.431121,0.410816
2898,550,0.28316,0.272959,0.263402,0.244512
1322,50,0.375614,0.372219,0.364813,0.341701
3180,100,0.282071,0.269089,0.255815,0.229109
5928,50,0.547982,0.540229,0.531009,0.510849
2420,2000,0.196271,0.177523,0.162586,0.143018
5890,50,0.409478,0.409971,0.406778,0.392795
5937,100,0.521552,0.514808,0.505232,0.480144
5844,650,0.213078,0.206908,0.202166,0.197088
399,50,0.72117,0.723379,0.724694,0.725202
2843,100,0.398439,0.388008,0.376105,0.350824
5026,50,0.188673,0.17948,0.170064,0.151409
316,50,0.277696,0.256645,0.236935,0.200631
9702,100,0.287733,0.275973,0.264854,0.24527
5886,250,0.332996,0.314855,0.299382,0.275933
801,50,0.612529,0.611353,0.608121,0.595277
9046,50,0.424872,0.423715,0.42001,0.407606
4913,50,0.355449,0.342366,0.329166,0.301305
5114,50,0.249319,0.216264,0.188872,0.150777
6282,50,0.25648,0.25261,0.24623,0.228899
530,50,0.339377,0.316671,0.292977,0.25164
6994,150,0.354284,0.347808,0.337717,0.306954
8290,50,0.30729,0.296706,0.286091,0.265122
5661,500,0.194399,0.18753,0.180179,0.163675
2341,300,0.153548,0.144118,0.135076,0.115147
7049,250,0.216007,0.195184,0.176617,0.14779
8705,50,0.373516,0.361161,0.347671,0.319072
720,50,0.471332,0.448857,0.428353,0.389945
5906,50,0.462945,0.442366,0.4224,0.388139
7199,150,0.332478,0.318831,0.302751,0.264183
1672,650,0.195445,0.173998,0.155089,0.12503
7378,4350,0.138214,0.125498,0.116496,0.10627
1837,50,0.525843,0.517858,0.507242,0.476407
370,50,0.430833,0.418746,0.40632,0.382047
4092,100,0.238271,0.221719,0.204405,0.171599
1057,400,0.183542,0.170682,0.159389,0.142345
16,50,0.780421,0.779584,0.776974,0.768131
7714,3350,0.103099,0.0922369,0.0820026,0.0652477
566,200,0.232884,0.229574,0.226069,0.219049
9757,350,0.275876,0.259224,0.241885,0.208392
7029,50,0.423876,0.412875,0.401212,0.377929
7333,50,0.301587,0.287783,0.272416,0.237633
5484,2200,0.121872,0.116578,0.110605,0.0975138
6222,700,0.363313,0.352651,0.340635,0.314432
666,50,0.359926,0.360215,0.356264,0.340372
5718,50,0.459384,0.448252,0.43568,0.40849
3515,50,0.579376,0.573601,0.56705,0.552153
5362,50,0.532245,0.519773,0.507281,0.482549
9871,50,0.382242,0.361566,0.343946,0.316846
7080,200,0.203829,0.196231,0.187591,0.169632
6670,50,0.499991,0.500655,0.497454,0.483167
3468,800,0.227769,0.211125,0.195268,0.169587
8615,550,0.164532,0.145117,0.128872,0.103685
3659,200,0.254441,0.229781,0.208925,0.178472
20,2300,0.224788,0.21214,0.199117,0.174764
6302,50,0.345027,0.330446,0.314415,0.283378
7681,100,0.348868,0.330588,0.313082,0.281142
7943,100,0.255477,0.251305,0.244219,0.223758
428,450,0.326819,0.311751,0.296614,0.268511
3429,50,0.641314,0.636993,0.631947,0.620142
3046,1700,0.148874,0.142617,0.138322,0.132787
8182,50,0.279751,0.261353,0.244265,0.214483
4125,200,0.170789,0.156706,0.144931,0.126283
6026,50,0.414332,0.401873,0.388514,0.361494
623,50,0.620207,0.625903,0.629668,0.632374
2195,50,0.324997,0.303625,0.284879,0.258277
8913,5000,0.14874,0.141875,0.135815,0.123249
3131,2000,0.137981,0.131822,0.125285,0.112192
3607,50,0.166439,0.150571,0.136247,0.114532
3589,100,0.49037,0.479294,0.467417,0.443363
8148,1800,0.132508,0.115793,0.102272,0.083568
3465,1550,0.181549,0.165769,0.151729,0.128969
201,400,0.181438,0.169265,0.157706,0.138462
2068,450,0.163356,0.156854,0.150239,0.138496
3697,3450,0.134812,0.124091,0.115724,0.106825
5178,50,0.344413,0.327293,0.311094,0.282172
5881,50,0.434819,0.430765,0.427042,0.42189
2480,1100,0.182583,0.175211,0.167814,0.153118
9320,100,0.388337,0.374277,0.360013,0.332523
4155,50,0.426947,0.409079,0.38973,0.341882
5875,50,0.602377,0.597464,0.591356,0.573359
7744,1200,0.197745,0.185267,0.172817,0.14956
7904,50,0.406888,0.401053,0.392201,0.364876
2940,100,0.167696,0.154494,0.141839,0.120259
5834,50,0.40815,0.402141,0.393277,0.36891
6377,50,0.277245,0.261006,0.24539,0.216089
9034,100,0.321555,0.305831,0.289585,0.254905
8099,50,0.377712,0.359346,0.340387,0.30355
2194,50,0.343744,0.334547,0.324056,0.303464
4653,50,0.422425,0.417124,0.408526,0.3851
3974,100,0.257016,0.251396,0.244189,0.228733
8648,50,0.464307,0.45135,0.437985,0.411294
440,50,0.519918,0.517111,0.513112,0.502643
8097,200,0.203268,0.188573,0.176158,0.156383
1611,50,0.48669,0.478455,0.469066,0.441527
3496,650,0.188404,0.167369,0.149624,0.12337
1639,1350,0.17522,0.159215,0.14371,0.11629
7,350,0.145516,0.141082,0.135519,0.124074
8920,250,0.161344,0.143211,0.128173,0.106481
7366,900,0.242215,0.241272,0.238356,0.227915
4854,350,0.280338,0.26208,0.246094,0.22205
3049,150,0.435492,0.419161,0.403545,0.375274
5209,50,0.341688,0.329125,0.321347,0.319043
9802,2750,0.179947,0.170477,0.161681,0.145803
5156,150,0.394238,0.384621,0.3736,0.349085
519,50,0.431566,0.42152,0.409851,0.386279
1488,400,0.190328,0.184417,0.180165,0.173703
9105,150,0.164778,0.148666,0.135532,0.116495
6857,50,0.399334,0.395416,0.392253,0.38964
7350,50,0.317381,0.305343,0.292857,0.26533
2769,100,0.203168,0.188181,0.174025,0.149113
5396,50,0.432985,0.417912,0.401082,0.364651
5276,50,0.501251,0.493787,0.486159,0.470678
6209,350,0.150136,0.142689,0.135513,0.120739
416,50,0.384097,0.390445,0.389986,0.37453
3277,50,0.603128,0.606644,0.606586,0.597894
6124,600,0.175799,0.17031,0.163945,0.149741
6291,3250,0.10189,0.0888422,0.0781248,0.0645903
5691,50,0.351857,0.339074,0.32505,0.296071
3975,50,0.350366,0.336837,0.323918,0.301162
5861,4500,0.122467,0.1162,0.109256,0.0959917
798,50,0.448618,0.440569,0.430916,0.409287
6053,100,0.225268,0.220212,0.212438,0.192583
1071,100,0.210788,0.201391,0.191434,0.170307
3258,100,0.240534,0.23323,0.224591,0.205052
9024,50,0.518316,0.508987,0.498931,0.479426
8927,50,0.362784,0.343619,0.324706,0.284214
2760,50,0.471371,0.461231,0.450878,0.430573
2049,750,0.218202,0.202275,0.186642,0.158265
3543,50,0.293092,0.282526,0.271071,0.243433
8260,100,0.314602,0.299249,0.285243,0.263126
8357,50,0.445518,0.441026,0.434475,0.417601
898,50,0.547389,0.541611,0.533953,0.514365
8706,100,0.36797,0.346906,0.325781,0.282342
5684,250,0.253542,0.230799,0.209496,0.174482
8117,550,0.254802,0.248527,0.241776,0.227624
7016,3500,0.254161,0.248872,0.240647,0.219681
9254,50,0.353432,0.337297,0.320315,0.287172
8730,100,0.280546,0.263763,0.246768,0.210916
7047,150,0.205476,0.187711,0.171679,0.146234
4980,550,0.248489,0.232866,0.218821,0.195877
8157,100,0.249928,0.243976,0.236678,0.220444
8993,1650,0.158149,0.156081,0.151677,0.138651
472,3650,0.167917,0.16077,0.1532,0.139042
1465,250,0.195004,0.176839,0.161245,0.138096
838,50,0.531354,0.512082,0.491101,0.439665
4018,250,0.266052,0.255344,0.244459,0.220808
3645,750,0.165871,0.154597,0.144026,0.125033
9604,50,0.550197,0.544518,0.534861,0.500478
7896,50,0.369034,0.366063,0.359138,0.338378
9714,50,0.506612,0.495256,0.483148,0.458804
7526,50,0.389953,0.363354,0.3384,0.296185
700,1000,0.240683,0.22468,0.209353,0.182097
9694,50,0.433767,0.433995,0.430016,0.41282
6414,1950,0.131326,0.117814,0.106553,0.0894262
5827,50,0.41897,0.410197,0.400705,0.381549
6339,500,0.143826,0.133933,0.124687,0.108929
8715,5000,0.184195,0.175409,0.166362,0.148708
1065,50,0.422841,0.398587,0.376299,0.335065
475,450,0.182251,0.181015,0.178277,0.169853
9,1250,0.198737,0.186873,0.173356,0.145246
4566,650,0.278582,0.265465,0.252161,0.226569
582,50,0.487313,0.482418,0.475087,0.457683
3600,600,0.227964,0.213274,0.199263,0.174719
5969,50,0.570621,0.563641,0.555348,0.535337
85,50,0.442013,0.430508,0.418295,0.392005
585,50,0.279966,0.263522,0.247551,0.216569
1846,650,0.164382,0.146586,0.130786,0.10586
6827,100,0.3808,0.379398,0.375271,0.357605
4455,2850,0.114027,0.0990373,0.0865236,0.0680964
2008,50,0.568503,0.564622,0.558882,0.544647
9725,2050,0.138752,0.122973,0.10985,0.0913727
6616,1300,0.127917,0.123239,0.117901,0.105764
6546,50,0.471767,0.466303,0.460067,0.446047
5350,50,0.571249,0.571665,0.569667,0.560828
9833,50,0.34873,0.354595,0.357533,0.356686
9490,50,0.28542,0.273391,0.261597,0.240047
325,5000,0.143968,0.130618,0.119001,0.100401
2621,100,0.340697,0.330464,0.319153,0.296412
8725,150,0.197113,0.171496,0.149824,0.119702
8011,50,0.527692,0.522199,0.513724,0.487967
3573,50,0.377547,0.372493,0.363176,0.336601
9099,100,0.244702,0.227353,0.211433,0.184819
4081,50,0.634294,0.636343,0.633385,0.617638
1296,200,0.27945,0.274138,0.267509,0.252373
8977,450,0.283033,0.272603,0.262614,0.244718
6549,1050,0.217917,0.205212,0.192246,0.167734
8501,300,0.166222,0.156877,0.14821,0.133727
38,50,0.341132,0.318574,0.297432,0.262673
4598,50,0.448553,0.427096,0.405075,0.363318
2249,5000,0.135625,0.120696,0.108171,0.0884923
312,1450,0.200236,0.188979,0.178913,0.163139
5085,50,0.503311,0.49701,0.489439,0.47207
107,50,0.315733,0.285847,0.259625,0.218307
22,1700,0.142006,0.130227,0.119889,0.104208
1349,50,0.365302,0.356412,0.346177,0.323427
2461,50,0.380233,0.373007,0.365336,0.352208
6617,100,0.294937,0.283957,0.273979,0.257211
2736,50,0.425392,0.436658,0.445116,0.455568
724,500,0.207423,0.188212,0.172764,0.150345
200,450,0.152165,0.138192,0.125966,0.106966
151,250,0.355503,0.346001,0.335336,0.312747
7993,50,0.619889,0.618058,0.614815,0.605178
3920,900,0.275757,0.274436,0.271886,0.266218
9558,50,0.395718,0.386909,0.376235,0.352432
9632,250,0.268161,0.24942,0.234516,0.212619
9184,50,0.314043,0.305379,0.295148,0.272318
2730,50,0.517145,0.507693,0.497203,0.475371
1700,1250,0.220879,0.212807,0.203928,0.18527
2520,50,0.407329,0.402219,0.395892,0.380209
8442,100,0.355173,0.344119,0.333681,0.318654
5625,50,0.635983,0.626952,0.618036,0.600857
5371,100,0.352163,0.342867,0.331215,0.304357
8800,250,0.247848,0.233422,0.220247,0.197609
8477,50,0.278985,0.25549,0.236201,0.207951
5125,2100,0.113843,0.107964,0.102571,0.0941551
8298,200,0.210137,0.198962,0.187364,0.165702
5205,50,0.319642,0.305001,0.289154,0.256799
198,1400,0.111857,0.104424,0.0974572,0.0855339
6865,1000,0.128728,0.119888,0.112475,0.101588
9032,300,0.407977,0.400532,0.392779,0.376929
5403,50,0.541343,0.542825,0.541583,0.532198
4372,750,0.109713,0.100423,0.0909817,0.0735296
4183,50,0.357439,0.357082,0.35484,0.345119
2014,50,0.553961,0.563502,0.572202,0.587726
4143,450,0.170134,0.157977,0.147365,0.129715
9680,50,0.369631,0.352329,0.335156,0.304433
1709,50,0.326764,0.327883,0.323894,0.304983
7739,50,0.407276,0.412354,0.414863,0.414351
9773,100,0.339159,0.323193,0.308173,0.281978
3309,200,0.251018,0.2419,0.232529,0.213976
7122,50,0.54686,0.54595,0.543531,0.535065
7045,600,0.29027,0.277402,0.263459,0.234798
602,50,0.300327,0.298606,0.294877,0.284732
6949,200,0.242533,0.216963,0.194905,0.161744
8212,100,0.374999,0.363098,0.350236,0.324236
5748,150,0.240362,0.227999,0.215954,0.193722
8621,50,0.70587,0.704897,0.701175,0.684781
1150,50,0.546427,0.540411,0.533733,0.51903
5576,50,0.626,0.621244,0.615431,0.601937
3443,100,0.313558,0.303728,0.29159,0.264415
9329,300,0.14994,0.132897,0.119141,0.100859
5668,50,0.499849,0.50434,0.503952,0.493637
3502,2300,0.254571,0.243157,0.231068,0.205284
5523,50,0.447836,0.439549,0.429853,0.409671
680,1200,0.173306,0.165953,0.15606,0.132824
1077,50,0.369496,0.35109,0.333149,0.300979
2706,100,0.423444,0.407933,0.391041,0.350723
8320,750,0.156059,0.143219,0.130072,0.106617
1980,250,0.260525,0.244524,0.228759,0.200446
4269,50,0.403503,0.3957,0.387256,0.368736
6868,550,0.225734,0.208164,0.191475,0.164117
4920,100,0.276981,0.25949,0.242656,0.21304
3686,50,0.38656,0.367636,0.347724,0.310159
9087,50,0.539413,0.534452,0.528473,0.514472
377,300,0.225633,0.216788,0.207361,0.186413
6287,150,0.296524,0.274046,0.25483,0.225617
5950,50,0.414959,0.401831,0.388721,0.360256
479,2350,0.118102,0.101439,0.0896001,0.0766344
8956,100,0.252393,0.242013,0.229882,0.203409
9346,700,0.186847,0.175532,0.165089,0.147642
5968,850,0.154657,0.138818,0.127139,0.111372
4384,50,0.321975,0.314884,0.30611,0.285663
8587,50,0.270912,0.262436,0.253264,0.232718
929,2750,0.174984,0.156979,0.140394,0.113122
6495,100,0.235396,0.216109,0.199833,0.174936
7664,1000,0.205337,0.191534,0.178862,0.158418
6364,1800,0.198384,0.172592,0.149759,0.114977
9925,50,0.407084,0.404913,0.401416,0.391017
2677,50,0.490447,0.473394,0.456516,0.424847
733,300,0.168507,0.149125,0.134484,0.114603
3506,3150,0.143852,0.126503,0.112042,0.0910583
5639,1000,0.172786,0.146607,0.127089,0.10591
6338,3150,0.23001,0.223334,0.215256,0.196051
7432,100,0.337888,0.308987,0.28382,0.246478
7419,1250,0.20499,0.200002,0.192692,0.174849
3302,50,0.563984,0.558734,0.55072,0.527942
3462,600,0.158493,0.145398,0.134475,0.117166
4987,100,0.312295,0.292342,0.272296,0.235641
6840,50,0.204121,0.200251,0.194012,0.176885
6044,200,0.308847,0.275189,0.245442,0.199505
5028,1850,0.142775,0.136512,0.130266,0.118923
9085,100,0.31786,0.29711,0.278415,0.248975
6737,50,0.380079,0.380021,0.383921,0.406536
5876,100,0.257615,0.256274,0.254319,0.246275
2140,700,0.157698,0.144863,0.1331,0.113111
418,50,0.451406,0.442576,0.432123,0.40861
1037,50,0.531928,0.523804,0.512797,0.480133
5518,700,0.242209,0.23373,0.224889,0.207122
3679,50,0.210799,0.193168,0.17954,0.162504
9561,100,0.323219,0.305762,0.289451,0.261135
3315,50,0.450094,0.433113,0.41737,0.391849
8573,3600,0.114037,0.108587,0.103378,0.094188
9655,1650,0.19882,0.188802,0.179069,0.162839
3098,2100,0.140222,0.133405,0.126501,0.113554
7230,50,0.393891,0.388538,0.382033,0.366377
3032,4350,0.109073,0.0920109,0.0785179,0.0605155
2070,550,0.143596,0.126333,0.111717,0.0908585
4919,50,0.296683,0.281282,0.265109,0.234138
8613,50,0.330033,0.315435,0.300783,0.273195
4385,50,0.404477,0.395134,0.385136,0.367081
4327,1400,0.191104,0.180766,0.171944,0.157399
5245,50,0.33294,0.313755,0.29533,0.263787
1906,3500,0.134574,0.114264,0.0977788,0.0748021
641,100,0.437276,0.421572,0.405093,0.369957
5622,50,0.362706,0.360863,0.356575,0.343752
5926,50,0.453745,0.440747,0.425103,0.390576
7065,350,0.229921,0.220045,0.211087,0.197062
5929,250,0.14678,0.133129,0.121111,0.10182
286,700,0.165502,0.152431,0.140918,0.1215
895,100,0.296558,0.284257,0.273095,0.254858
1565,2400,0.116356,0.107828,0.0993764,0.0851317
6980,200,0.216009,0.205577,0.196324,0.181133
1402,50,0.225714,0.214879,0.203668,0.182692
